id_ciclo,data_hora_inicio,turno,equipe,id_equipamento,id_carga,massa_transportada,carga_alvo,TVV,TFC,TMC,TC,TVC,TFB,TMB,TB,tempo_ciclo_total,dmt_total,tkph_viagem
163,2023-06-21T11:30:42Z,Noite,Turma A,HAUL-0004,LOAD-0001,171.41,271.91,13.66,0,0.9,1.72,13.04,1.06,0,0.5,30.95,653.43,719.27
164,2023-06-21T11:45:56Z,Noite,Turma A,HAUL-0029,LOAD-0002,400.79,428.54,6.3,0,0.88,3.56,4.15,0.57,0,0.82,16.18,753.57,777.64
165,2023-06-23T13:22:40Z,Dia,Turma B,HAUL-0013,LOAD-0003,216.37,270.42,11.49,7.44,2.5,1.76,18.93,1.77,0,0.52,44.42,1101.37,1141.9
166,2023-06-23T13:34:50Z,Dia,Turma B,HAUL-0011,LOAD-0003,196.13,272.06,5.71,1.75,0.89,5.54,7.98,0.79,0,1.09,23.81,594.22,647.78
167,2023-06-23T13:30:52Z,Dia,Turma B,HAUL-0026,LOAD-0001,275.62,430.56,13.8,1.67,0.53,3.17,12.97,0,0,1.18,33.15,904.81,960.03
168,2023-06-23T13:34:51Z,Dia,Turma B,HAUL-0031,LOAD-0001,404.53,426.21,9.28,1.06,1.37,2.6,9.44,0.45,0,1.14,25.53,1352.53,1445.19
169,2023-06-25T11:39:17Z,Noite,Turma A,HAUL-0016,LOAD-0001,304.17,429.27,8.57,0.7,1.54,3.66,9.5,0,0,0.91,24.88,1147.77,1207.44
170,2023-06-25T11:42:59Z,Noite,Turma A,HAUL-0017,LOAD-0002,391.66,434.25,0.39,5.87,1.28,3.44,5.78,0,0,1.87,18.6,907.61,957.31
171,2023-06-25T11:37:41Z,Noite,Turma A,HAUL-0010,LOAD-0004,242.63,270.12,5.92,0,0.55,3.92,11.51,0.85,0,1.06,23.57,913.18,966.05
172,2023-06-25T11:46:45Z,Noite,Turma A,HAUL-0024,LOAD-0002,354.74,430.71,11.26,1.64,1.12,2.66,4.86,0,0,1.35,23.08,820.11,869.27
173,2023-06-27T07:54:35Z,Noite,Turma C,HAUL-0016,LOAD-0002,371.68,432.61,4.09,4.45,0.77,2.21,5.3,0,0,0.76,17.72,844.81,889.25
174,2023-06-27T07:55:11Z,Noite,Turma C,HAUL-0013,LOAD-0001,161.89,269.24,6.32,0,1.04,1.26,8.11,1.83,0,0.77,19.23,412.27,327.71
175,2023-06-27T07:57:52Z,Noite,Turma C,HAUL-0012,LOAD-0001,228.77,272.63,5.42,2.15,1.05,1.65,7,0.32,0,0.76,18.16,429.13,462.78
176,2023-06-27T08:00:52Z,Noite,Turma C,HAUL-0029,LOAD-0002,377.49,433.25,4.44,0.6,0.77,2.64,6.13,0,0,0,14.82,873.53,909.71
177,2023-06-27T08:04:41Z,Noite,Turma C,HAUL-0021,LOAD-0002,387.11,428.44,4.49,1.33,1.63,2.17,8.11,0,0,0.94,18.71,934.52,975.29
178,2023-06-03T00:09:37Z,Noite,Turma A,HAUL-0030,LOAD-0001,357.91,432.58,27.03,5.49,2.36,3.28,12.27,0,0,1.4,51.31,1138.91,1209.69
179,2023-06-03T00:03:59Z,Noite,Turma A,HAUL-0028,LOAD-0001,377.21,427.9,8.07,5.68,1.03,2.96,10.49,0,0,1.27,29.51,1181.9,1262.65
180,2023-06-03T00:00:00Z,Noite,Turma A,HAUL-0029,LOAD-0001,371.61,431.25,2.93,10.99,1.09,3.74,9.77,0,0,3.43,31.7,1162,1209.95
181,2023-06-02T23:52:31Z,Noite,Turma A,HAUL-0023,LOAD-0001,403.12,432.53,6.49,12.21,0.9,3.58,9.2,0,0,1.38,33.76,1280.92,1351.17
182,2023-06-07T02:07:37Z,Noite,Turma A,HAUL-0023,LOAD-0001,395.21,429.06,2.9,0,1.21,3.28,8.71,0,0,1.52,17.63,1164.16,1218.77
183,2023-06-07T02:25:42Z,Noite,Turma A,HAUL-0016,LOAD-0001,382.59,431.48,9.82,0.64,2.13,3.24,9.58,0,0,1.49,26.58,1108.88,1170.42
184,2023-06-07T02:20:18Z,Noite,Turma A,HAUL-0018,LOAD-0001,372.44,432.22,9.89,1.85,1.76,3,9.01,0,0,2.92,28.59,1081.73,1137.06
185,2023-06-07T02:15:33Z,Noite,Turma A,HAUL-0027,LOAD-0001,359.38,427.23,10.13,0,0,2.53,9.91,0,0,0.6,23.05,932.04,990.79
186,2023-06-07T02:10:44Z,Noite,Turma A,HAUL-0013,LOAD-0001,216.92,269.45,4.76,0.44,1.68,1.44,8.32,1,0,0.76,18.31,574.45,597.45
187,2023-06-09T23:36:47Z,Dia,Turma D,HAUL-0027,LOAD-0001,275,432.33,8.42,0,0.69,2.15,8.01,0,0,4,23.38,665.95,710.81
188,2023-06-09T23:29:38Z,Dia,Turma D,HAUL-0017,LOAD-0001,370.08,427.24,4.44,0,0.71,2.92,6.1,0,0,4.5,18.64,913.4,947.21
189,2023-06-09T23:24:31Z,Dia,Turma D,HAUL-0021,LOAD-0001,357.43,429.07,17.29,0,1.18,3.16,9.74,0,0,0.86,32.43,1348.67,1397.14
190,2023-06-09T23:22:44Z,Dia,Turma D,HAUL-0028,LOAD-0001,335.68,428.76,16.78,0,0.69,2.81,10.82,0,0,1.6,32.42,1338.03,1406.27
191,2023-06-12T19:34:53Z,Dia,Turma B,HAUL-0005,LOAD-0001,216.02,270.99,9.53,4.23,1.08,0.87,9.98,0,0,0.15,25.79,995.2,1039.4
192,2023-06-12T19:21:41Z,Dia,Turma B,HAUL-0004,LOAD-0001,235.06,271.8,10.16,5.86,1.09,1.28,12.68,0.37,0,0.61,32.17,1041.15,1140.25
193,2023-06-12T19:16:49Z,Dia,Turma B,HAUL-0017,LOAD-0001,418.93,430.43,3.55,8.67,1.77,3.96,17.05,0,0,1.34,36.41,1313.39,1356.55
194,2023-06-12T19:24:06Z,Dia,Turma B,HAUL-0013,LOAD-0001,217.52,268.53,6.28,6.32,1.17,1.24,10.65,0.3,0,0.65,26.48,992.83,1039.87
195,2023-06-17T08:29:11Z,Noite,Turma A,HAUL-0025,LOAD-0003,375.66,433.55,8.48,13.14,1.01,7.29,13.34,0,0,1.49,45.18,1711.63,1763.49
196,2023-06-17T08:53:24Z,Noite,Turma A,HAUL-0010,LOAD-0003,249.43,270.2,7.59,0,0.98,2.03,8.39,0.58,0,0.65,20.15,756.86,828.07
197,2023-06-14T20:07:07Z,Dia,Turma D,HAUL-0022,LOAD-0001,399.65,430.55,3.33,7.84,1.1,3,4.98,0,0,0.9,21.25,680.14,717.89
198,2023-06-14T19:53:57Z,Dia,Turma D,HAUL-0026,LOAD-0001,277.78,431.47,3.47,5.75,1.24,1.8,3.97,0,0,8.76,25.18,298.48,318.19
199,2023-06-22T22:38:02Z,Dia,Turma B,HAUL-0014,LOAD-0001,152.13,267.33,4.22,0,0.8,1.02,7.35,1.09,0,0.72,15.24,609.16,455.12
200,2023-06-22T22:30:49Z,Dia,Turma B,HAUL-0029,LOAD-0001,382.56,427.09,7.94,0.17,1.01,2.75,11.59,0.76,0,0.62,25.12,1221.67,1269.48
201,2023-06-22T22:34:48Z,Dia,Turma B,HAUL-0030,LOAD-0001,370.16,430.71,4.93,4.44,0.84,3.15,9.28,0.17,0,0.9,23.73,1042.63,1103.08
202,2023-06-22T22:18:46Z,Dia,Turma B,HAUL-0018,LOAD-0001,361.31,432.97,7.9,0,0.5,3.14,8.52,0.6,0,1.08,21.93,999.16,1070.08
204,2023-06-27T04:20:11Z,Noite,Turma A,HAUL-0019,LOAD-0001,353.31,426.74,11.02,10.89,2.82,4.24,13.94,0,0,2.41,44.86,1688.74,1793.35
205,2023-06-27T04:09:43Z,Noite,Turma A,HAUL-0015,LOAD-0001,376.07,432.89,9.68,0,0.69,3.46,13.39,0,0,1.98,28.95,1908.13,1999.63
206,2023-06-27T04:13:49Z,Noite,Turma A,HAUL-0018,LOAD-0001,352.36,431.7,8.1,2.69,0.88,3.21,11.47,0,0,1.34,27.44,1725.71,1842.52
207,2023-06-17T10:07:41Z,Noite,Turma A,HAUL-0025,LOAD-0001,391.83,433.35,5.87,5.41,1.21,2.83,3.39,0,0,4.13,23.06,429.25,454.5
208,2023-06-17T09:55:21Z,Noite,Turma A,HAUL-0023,LOAD-0001,375.9,429.83,3.9,0,0.02,2.64,3.36,0,0,0.91,10.77,415.8,432.53
209,2023-06-17T08:37:37Z,Noite,Turma A,HAUL-0018,LOAD-0001,381.77,430.43,2.36,5.35,0.81,3.24,3.21,0,0,3.91,18.95,424.68,440.59
210,2023-06-17T10:03:37Z,Noite,Turma A,HAUL-0016,LOAD-0001,388.24,427.89,5.36,0,0.2,2.86,3.05,1.78,0,1.32,14.67,434.95,452.3
211,2023-06-17T10:23:43Z,Noite,Turma A,HAUL-0018,LOAD-0001,360.17,432.26,7,5.86,1.54,2.68,3.54,0,0,2.99,23.43,392.1,415
212,2023-06-17T10:19:31Z,Noite,Turma A,HAUL-0016,LOAD-0001,383.99,427.05,3.26,2.83,1.18,2.47,5.21,0,0,2.39,17.25,422.97,447.5
214,2023-06-06T08:50:06Z,Noite,Turma C,HAUL-0010,LOAD-0003,222.57,267.61,0.76,0,1.5,3.58,3.6,1.89,0,0.55,11.81,87.41,95.69
215,2023-06-20T02:01:08Z,Noite,Turma C,HAUL-0003,LOAD-0003,222.96,270.68,2.17,0.18,1.91,3.6,9.77,6.53,0,0.63,24.97,641.21,676.84
216,2023-06-21T22:10:49Z,Dia,Turma B,HAUL-0013,LOAD-0004,173.9,268.19,11.3,0,0.82,3.86,14.4,0.72,0,0.7,31.82,840.08,923.69
217,2023-06-18T08:07:48Z,Noite,Turma A,HAUL-0022,LOAD-0001,382.56,429.74,3.73,0,0.03,1.6,3.95,0,0,1.11,10.39,0,0
218,2023-06-18T08:12:12Z,Noite,Turma A,HAUL-0025,LOAD-0001,377.11,427.06,3.03,2.78,1.24,3.17,3.44,0,0,0.71,14.29,179.09,190.12
219,2023-06-14T20:01:45Z,Dia,Turma D,HAUL-0021,LOAD-0001,380.02,431.09,3.43,6.01,0.94,2.65,4.52,0,0,1,18.32,720.26,759.28
220,2023-06-14T20:00:24Z,Dia,Turma D,HAUL-0005,LOAD-0001,226.88,268.41,11.82,10.06,1.45,1.73,5.34,1.14,0,0.82,32.63,383.88,402.37
221,2023-06-14T19:58:10Z,Dia,Turma D,HAUL-0016,LOAD-0001,378.85,427.03,15.4,2,1.34,2.87,8.87,0,0,0.97,31.56,913.03,963.57
222,2023-06-14T19:57:13Z,Dia,Turma D,HAUL-0015,LOAD-0001,397.33,431.94,4.11,6,1.24,2.81,3.97,0,0,1.36,19.56,672.78,699.35
224,2023-06-22T22:08:58Z,Dia,Turma B,HAUL-0024,LOAD-0001,359.33,434.22,5.7,0,1,2.14,6.87,0.43,0,0.91,17,1009.2,1064.86
226,2023-06-22T21:51:48Z,Dia,Turma B,HAUL-0024,LOAD-0001,357.25,432.23,6.01,0,0.92,2.45,6.95,0.5,0,0.88,17.8,1004.21,1062.89
227,2023-06-22T21:22:32Z,Dia,Turma B,HAUL-0023,LOAD-0001,402.12,428.18,4.63,7.06,1.72,3.88,9.41,0.87,0,0.76,28.34,1145.45,1188.76
228,2023-06-27T03:55:47Z,Noite,Turma A,HAUL-0023,LOAD-0001,391.57,427.89,10.52,0,1.11,3.55,14.06,0,0,2.55,31.99,1942.42,2046.7
229,2023-06-27T04:00:23Z,Noite,Turma A,HAUL-0021,LOAD-0001,395.26,429.77,8.81,0.25,1.09,3.47,13,0,0,1.84,28.59,2028.39,2122.06
230,2023-06-27T03:39:15Z,Noite,Turma A,HAUL-0015,LOAD-0001,406.25,430.74,12.86,0,0.63,5.52,14.56,0,0,2.15,35.63,2063.31,2165.38
231,2023-06-27T03:46:31Z,Noite,Turma A,HAUL-0018,LOAD-0001,363.66,432.64,2.59,0,0.3,4.66,10.94,0,0,1.45,19.89,1834.55,1925.39
232,2023-06-17T10:15:53Z,Noite,Turma A,HAUL-0019,LOAD-0001,353.59,429.91,6.84,0,0,1.19,5.85,0,0,0.71,14.5,390.52,405.24
233,2023-06-17T10:27:55Z,Noite,Turma A,HAUL-0023,LOAD-0001,393.33,433.45,4.86,0,0.72,3.15,3.73,0.08,0,4.32,16.88,434.43,451.48
234,2023-06-17T10:36:02Z,Noite,Turma A,HAUL-0025,LOAD-0001,391.51,431.31,5.75,7.26,1.05,3.01,3.57,0,0,2.46,22.95,432.63,453.01
235,2023-06-17T10:43:36Z,Noite,Turma A,HAUL-0018,LOAD-0001,381.77,429.15,3.27,1.76,1.66,2.49,3.63,3.46,0,1.18,17.57,423.09,439.95
236,2023-06-17T10:47:30Z,Noite,Turma A,HAUL-0023,LOAD-0001,395.78,428.75,3.55,3.97,1.16,2.75,3.11,1.23,0,7.92,23.74,429.53,460.24
237,2023-06-06T06:14:10Z,Noite,Turma A,HAUL-0002,LOAD-0003,259.92,268.55,1.11,5.01,4.21,3.92,2.74,0.45,0,0.49,17.99,134.32,144.61
238,2023-06-06T06:27:08Z,Noite,Turma A,HAUL-0002,LOAD-0003,232.43,271.31,0.68,0.32,1.8,3.05,1.84,1.04,0,0.47,9.24,91.72,98.37
239,2023-06-21T21:38:39Z,Dia,Turma B,HAUL-0013,LOAD-0004,188.58,271.86,11.85,3.77,0.97,3.7,14.88,0.67,0,0.67,36.37,935.36,1011
240,2023-06-21T21:03:39Z,Dia,Turma B,HAUL-0013,LOAD-0004,220.33,271.09,11.31,2.3,1.09,4.08,13.64,0.54,0,0.66,33.32,1111.34,1174.89
242,2023-06-18T08:17:10Z,Noite,Turma A,HAUL-0029,LOAD-0001,407.32,429.34,10.64,5.65,0.7,4.23,2.53,0,0,2.01,26.08,195.6,203.59
243,2023-06-10T22:49:45Z,Dia,Turma D,HAUL-0019,LOAD-0001,350.68,428.96,5.02,4.87,1.48,2.6,7.99,0,0,0.28,22.41,967.56,1031.66
244,2023-06-10T22:50:11Z,Dia,Turma D,HAUL-0015,LOAD-0001,408.99,433.68,5.55,5.83,1.26,4,10.34,0,0,0.5,27.41,1397.21,1439.82
245,2023-06-16T22:19:52Z,Dia,Turma D,HAUL-0031,LOAD-0003,367.61,432.92,13.32,2.07,1.14,2.19,7.32,0,0,1.8,27.97,906,956.31
246,2023-06-16T22:25:38Z,Dia,Turma D,HAUL-0003,LOAD-0003,217.97,269.53,5.93,0,0.99,2.04,8.59,0,0,0.71,18.23,532.46,562.49
247,2023-06-16T22:30:18Z,Dia,Turma D,HAUL-0030,LOAD-0001,364.76,427.52,6.85,8.01,0.47,5.09,10.41,0,0,0.51,31.31,1282.11,1346.26
248,2023-06-16T22:29:25Z,Dia,Turma D,HAUL-0001,LOAD-0003,214.29,269.22,7.22,1.29,1.95,1.83,12.63,0,0,1.21,25.98,500.88,545.4
249,2023-06-16T22:33:26Z,Dia,Turma D,HAUL-0013,LOAD-0003,219.03,269.91,11.79,1.78,1.76,2.27,7.85,1.45,0,0.81,27.99,529.89,562.99
250,2023-06-21T11:38:34Z,Noite,Turma A,HAUL-0016,LOAD-0001,382.93,428.51,10.12,0,0.37,2.78,13.4,0.44,0,0.74,27.79,1526.2,1620.44
251,2023-06-21T11:42:23Z,Noite,Turma A,HAUL-0028,LOAD-0001,363.33,426.07,8.85,2.72,1.02,2.79,11.37,0,0,1.31,28.29,1471.29,1538.94
252,2023-06-21T11:51:10Z,Noite,Turma A,HAUL-0022,LOAD-0002,403.64,429.69,4.73,2.84,2.23,3.01,4.82,0.21,0,0.94,18.67,755.06,789.95
253,2023-06-21T11:46:56Z,Noite,Turma A,HAUL-0030,LOAD-0001,390.73,430.29,7.4,2.8,1.93,2.59,12.74,0,0,0.86,28.22,1583.64,1637.6
254,2023-06-21T11:50:46Z,Dia,Turma B,HAUL-0024,LOAD-0001,351.36,430.33,5.21,2.84,1.55,2.32,12.18,0.91,0,0.78,25.68,1383.85,1498.38
255,2023-06-23T13:41:52Z,Dia,Turma B,HAUL-0018,LOAD-0001,403.25,429.47,11.16,0,0.53,2.91,10.2,1.34,0,0.96,26.97,1615.54,1677.26
256,2023-06-23T13:46:30Z,Dia,Turma B,HAUL-0002,LOAD-0003,186.16,267.45,8.19,7.17,1.21,1.65,7.8,0.96,0,0.71,27.64,540.73,606.67
257,2023-06-23T13:54:12Z,Dia,Turma B,HAUL-0010,LOAD-0003,245.86,271.97,10.35,0.3,1.2,2.42,10.76,0.66,0,0.82,26.42,746.4,815.45
258,2023-06-23T13:49:28Z,Dia,Turma B,HAUL-0015,LOAD-0001,385.66,434.02,20.69,1.94,1.31,2.87,15.15,0.62,0,1.19,43.88,1924.75,1975.42
259,2023-06-25T11:45:12Z,Noite,Turma A,HAUL-0028,LOAD-0001,286.34,430.23,7.75,0,1.89,3.88,11.38,0,0,1.46,26.23,1080.89,1145.13
260,2023-06-25T11:48:13Z,Noite,Turma A,HAUL-0003,LOAD-0003,170.95,268.95,5.59,0,1.52,2.89,8.4,0.58,0,0.79,19.92,587.23,637.9
261,2023-06-25T11:53:01Z,Noite,Turma A,HAUL-0030,LOAD-0002,389.89,428.84,13.12,3.25,0.83,4.34,5.35,0,0,1.74,28.51,879.59,944.17
262,2023-06-25T11:57:21Z,Dia,Turma B,HAUL-0025,LOAD-0002,401.75,433.81,4.32,6.1,1.06,3.28,6.21,0,0,1.47,22.55,974.14,1003.77
263,2023-06-27T08:05:27Z,Noite,Turma C,HAUL-0019,LOAD-0001,363.76,431.42,19.93,5.91,0.41,3.7,8.57,0,0,0.5,39.04,695.77,737.02
264,2023-06-27T08:08:34Z,Noite,Turma C,HAUL-0018,LOAD-0002,413.39,429.27,17.93,1.73,1.08,2.81,5.13,0,0,1.05,29.58,946.64,979.15
265,2023-06-27T08:11:59Z,Noite,Turma C,HAUL-0016,LOAD-0002,356.62,425.73,4.09,3.89,0.91,2.49,5.13,0,0,1.17,17.59,816.16,847.81
266,2023-06-02T23:53:01Z,Noite,Turma A,HAUL-0025,LOAD-0001,364.46,430.64,10.7,7.49,1.79,3.18,9.01,0,0,1.27,33.26,886.47,927.64
267,2023-06-02T23:48:01Z,Dia,Turma B,HAUL-0018,LOAD-0001,363.9,427.3,6.31,8.41,1.25,3.18,9.57,0,0,2.07,31.23,1133.56,1194.87
268,2023-06-02T23:43:35Z,Dia,Turma B,HAUL-0027,LOAD-0001,289.11,431.95,3.57,6.14,0.93,2.33,11.56,0,0,1.57,26.09,904.31,979.3
269,2023-06-02T23:48:02Z,Dia,Turma B,HAUL-0001,LOAD-0001,212.54,268.98,4.73,8.2,1.53,1.44,8.17,0.3,0,0.63,24.96,501.43,542.34
270,2023-06-02T23:37:29Z,Dia,Turma B,HAUL-0024,LOAD-0001,366.02,432.18,12.09,3.67,1.85,1.92,13.19,0,0,1.12,33.63,880.25,926.38
271,2023-06-07T02:01:18Z,Noite,Turma A,HAUL-0016,LOAD-0001,385.74,430.73,5.39,3.89,0.23,6.18,6.98,0,0,1.57,24.34,1127.83,1167.26
272,2023-06-07T01:49:26Z,Noite,Turma A,HAUL-0030,LOAD-0001,382.68,429.93,7.89,0,0,4.27,10.11,0,0,0.86,23.27,1282.64,1357.77
273,2023-06-07T01:40:36Z,Noite,Turma A,HAUL-0027,LOAD-0001,293.17,433.26,3.55,3.75,1.32,2.66,10.79,0,0,1.61,23.51,967.65,1021.5
277,2023-06-08T01:45:51Z,Noite,Turma A,HAUL-0018,LOAD-0001,360.47,426.66,4.17,2.15,0.96,2.9,4.34,0,0,1.46,16.14,388.96,410.77
278,2023-06-09T23:14:09Z,Dia,Turma D,HAUL-0018,LOAD-0001,380.24,432.3,10.21,0,1.28,1.75,12.12,0,0,1.56,26.91,1565.27,1606.23
279,2023-06-09T23:06:57Z,Dia,Turma D,HAUL-0023,LOAD-0001,365.86,428.11,9.02,0,0.97,2.68,11.22,0,0,2.27,25.96,1503.42,1573.44
280,2023-06-09T23:01:13Z,Dia,Turma D,HAUL-0005,LOAD-0001,217.65,270.9,5.19,1.47,0.86,1.19,11.53,0.65,0,0.87,21.67,869.96,930.26
281,2023-06-09T22:50:53Z,Dia,Turma D,HAUL-0010,LOAD-0001,234.81,267.35,5.84,0,0.9,1.65,15.79,1.68,0,1.01,26.98,915.94,991.38
282,2023-06-12T19:29:27Z,Dia,Turma B,HAUL-0012,LOAD-0001,229.92,269.76,9,0,1.39,2.15,11.59,0.73,0,0.5,25.38,1020.95,1122.24
283,2023-06-12T19:16:20Z,Dia,Turma B,HAUL-0018,LOAD-0001,377.82,433.63,10.64,2.12,0.99,2.6,15.16,0,0,0,31.19,1730.96,1822.76
284,2023-06-12T19:22:14Z,Dia,Turma B,HAUL-0023,LOAD-0001,402.67,430.18,4.18,3.16,1.42,3.09,9.52,0,0,1.44,22.92,1006.25,1064.86
285,2023-06-17T09:02:42Z,Noite,Turma A,HAUL-0024,LOAD-0003,354.83,429.95,5.37,0,0.85,7.78,14.07,0,0,1.41,29.41,989.32,1047.12
286,2023-06-17T08:44:53Z,Noite,Turma A,HAUL-0019,LOAD-0003,325.32,427.75,3.19,0,0.62,7.78,10.98,0,0,0.02,22.48,804.69,843.25
288,2023-06-08T01:55:01Z,Noite,Turma A,HAUL-0025,LOAD-0001,361.31,432.37,3.7,0,0.65,3.17,4.3,0,0,1.43,13.26,397.44,420.97
292,2023-06-10T23:00:28Z,Dia,Turma D,HAUL-0018,LOAD-0001,367.54,433.55,7.84,6.92,1.39,3.53,6.89,0,0,0.91,27.47,1052.71,1084.24
293,2023-06-10T22:59:35Z,Dia,Turma D,HAUL-0012,LOAD-0001,233.98,270.39,8.21,2.73,1.17,1.84,9.61,1.05,0,0.73,25.33,528.1,570.74
294,2023-06-10T23:02:09Z,Dia,Turma D,HAUL-0004,LOAD-0001,218.55,270.59,32.76,5.27,1.19,1.39,8.6,0.35,0,0.75,50.19,482.24,525.24
295,2023-06-16T22:53:42Z,Dia,Turma D,HAUL-0017,LOAD-0001,350.27,431.5,5.2,0,0.81,3.72,9.21,0,0,2.12,21.16,1478.29,1576.95
296,2023-06-21T11:56:45Z,Dia,Turma B,HAUL-0018,LOAD-0001,395.19,432.17,10.76,0,1.26,2.55,13.22,0.78,0,1.01,29.37,1562.33,1661.66
297,2023-06-21T12:06:25Z,Dia,Turma B,HAUL-0019,LOAD-0001,316.42,432.58,4.51,2.41,1.13,2.81,10.9,5.27,0,1.29,28.16,1057.87,1100.5
298,2023-06-21T12:15:14Z,Dia,Turma B,HAUL-0025,LOAD-0002,371.93,427.7,12.15,0,2.46,2.09,7.82,1.51,0,0.79,26.97,991.11,1056.44
299,2023-06-23T13:54:33Z,Dia,Turma B,HAUL-0023,LOAD-0001,378.34,434.27,14.43,3.3,0.02,3.51,11.3,0.53,0,0.93,34.1,1284.39,1350.82
300,2023-06-23T14:01:59Z,Dia,Turma B,HAUL-0031,LOAD-0001,420.3,428.11,10.65,2.04,1.01,2.5,4.6,0,0,1.05,21.63,1120.2,1411.63
301,2023-06-23T13:58:28Z,Dia,Turma B,HAUL-0026,LOAD-0001,294.27,426.41,8.29,1.39,1.44,2.5,10.57,0.2,0,0.93,25.03,916.6,985.92
302,2023-06-23T13:47:26Z,Dia,Turma B,HAUL-0025,LOAD-0001,367.76,432.46,11.63,0,1.76,3.41,11.63,0,0,1.1,29.39,1226.82,1314.3
303,2023-06-25T11:53:57Z,Dia,Turma B,HAUL-0013,LOAD-0003,180.7,268.89,11.72,1.75,2.73,2.96,11.36,0.23,0,0.66,31.57,611.04,681.38
304,2023-06-25T12:02:25Z,Dia,Turma B,HAUL-0016,LOAD-0002,373.2,431.29,6.01,1.73,0.87,4.21,6.44,0,0,1.27,20.31,1175.71,1248.66
305,2023-06-27T08:15:56Z,Noite,Turma C,HAUL-0029,LOAD-0002,401.34,431.14,4.3,0.66,1.18,2.74,6.73,0,0,0.02,15.65,917.71,969.48
307,2023-06-27T08:24:16Z,Noite,Turma C,HAUL-0018,LOAD-0002,382.26,426.32,4.11,0,0.62,2.18,4.77,0,0,1.55,13.12,873.69,921.88
308,2023-06-02T23:42:18Z,Dia,Turma B,HAUL-0019,LOAD-0001,279.13,430.98,6.67,8.09,1.62,3.15,11.05,0,0,1.38,31.83,663.61,713.2
309,2023-06-02T23:30:33Z,Dia,Turma B,HAUL-0029,LOAD-0001,359.56,433.56,27.29,8.92,1.83,3.79,9.53,0,0,1.19,53.09,857.87,906.55
310,2023-06-02T23:29:15Z,Dia,Turma B,HAUL-0021,LOAD-0001,301.05,428.89,4.67,4.7,1.03,2.53,10.79,0,0,1.7,25.22,919.46,990.62
311,2023-06-02T23:33:42Z,Dia,Turma B,HAUL-0005,LOAD-0001,224.5,272.54,4.14,3.39,1.77,1.36,11.03,0,0,0.85,22.66,543.32,575.48
312,2023-06-02T23:33:11Z,Dia,Turma B,HAUL-0028,LOAD-0001,352.95,429.46,6.67,1.48,1.16,2.79,12.59,0,0,0.4,25.3,1135.83,1184.74
318,2023-06-09T22:44:15Z,Dia,Turma D,HAUL-0018,LOAD-0001,394.32,431.67,13.56,6.98,1.21,2.62,11.64,0,0,1.7,37.9,1621.9,1670.58
319,2023-06-09T22:36:37Z,Dia,Turma D,HAUL-0016,LOAD-0001,346.39,429.7,6.66,2.24,0.82,2.26,11.51,0,0,1.43,24.91,1418.96,1489.83
320,2023-06-09T22:40:04Z,Dia,Turma D,HAUL-0027,LOAD-0001,298.41,428.09,7.29,0.52,1.73,2.25,9.7,0,0,1.19,22.78,0,0
321,2023-06-09T22:21:58Z,Dia,Turma D,HAUL-0026,LOAD-0001,290.84,428.13,12.37,0,0.08,2.75,28.85,0,0,0.7,44.41,1810.14,1945.11
322,2023-06-09T22:40:25Z,Dia,Turma D,HAUL-0023,LOAD-0001,389.4,430.98,18.05,4.29,1,2.78,11.93,0,0,2.01,39.56,1605.78,1655.09
323,2023-06-09T22:36:07Z,Dia,Turma D,HAUL-0020,LOAD-0001,363.02,430.06,4.58,0.43,1.09,4.45,8.61,0,0,1.07,20.19,1391.99,1435.42
324,2023-06-12T19:19:19Z,Dia,Turma B,HAUL-0008,LOAD-0001,231.34,271.33,9.75,5.31,1.49,1.5,12.31,0.77,0,0.85,32.08,1006.1,1111.16
325,2023-06-12T19:25:25Z,Dia,Turma B,HAUL-0015,LOAD-0001,408.34,428.51,3.05,0,1.08,3.89,5.61,0,0,2.66,16.35,504.31,516.62
326,2023-06-12T19:06:50Z,Dia,Turma B,HAUL-0016,LOAD-0001,413.9,427.88,2.19,0.18,1.6,3.48,10.13,0,0,4.24,21.95,1038.17,1090.46
327,2023-06-12T19:14:33Z,Dia,Turma B,HAUL-0026,LOAD-0001,322.39,432.75,6.18,2.31,0.95,3.12,9.24,0,0,0,21.8,790.07,828.52
329,2023-06-14T19:34:55Z,Dia,Turma D,HAUL-0026,LOAD-0001,276.1,432.65,2.51,0,0.93,2.08,4.89,0,0,1.94,12.24,298.43,315.67
330,2023-06-14T19:31:28Z,Dia,Turma D,HAUL-0015,LOAD-0001,369.04,434.25,0.5,0,0.94,2.56,3.4,0,0,0,7.44,0,0
331,2023-06-22T20:57:04Z,Dia,Turma B,HAUL-0013,LOAD-0001,210.19,269.59,17.82,4.86,1.27,2.77,17.58,0.05,0,0.6,45.17,1603.59,1757.03
332,2023-06-22T20:53:03Z,Dia,Turma B,HAUL-0029,LOAD-0001,398.89,428.76,6.18,3.81,1.8,4.35,11.37,0.57,0,0.64,29.08,1276.46,1319.46
333,2023-06-22T20:40:49Z,Dia,Turma B,HAUL-0018,LOAD-0001,409.94,427.25,10.73,6.86,1.21,4.19,9.02,0.73,0,1.63,34.34,1151.58,1223.6
334,2023-06-22T20:35:28Z,Dia,Turma B,HAUL-0015,LOAD-0001,405.89,425.92,0.05,4.71,2.02,3.86,8.8,0.56,0,1.45,21.23,1138.09,1190.54
