data,frota,DF,UF,MTBF,MTTR,num_falhas,produtividade_h,producao_total,HC,HM,HMC,HMP,HT,HEF,id_equipamento
2020-12-01,Cat 793D,74.56,46.83,11.35,4.57,7,278.32,20586.92,225,57.18,31.76,25.42,78.89,73.99,HAUL-0035
2019-08-01,Cat 793D,91.86,83.26,62.44,2.01,9,362.02,203258.13,744,65.66,18.19,47.47,566.09,556.86,HAUL-0036
2019-09-01,Cat 793D,90.65,90.14,48.56,2.44,12,325.12,188466.62,720,72.7,24.95,43.13,577.94,573.03,HAUL-0036
2019-10-01,Cat 793D,88.03,86.57,31.43,4.11,18,252.72,142126.06,744,95.4,64.31,22.06,566.05,561.88,HAUL-0036
2019-11-01,Cat 793D,81.22,82.88,29.23,2.35,17,262.12,128498.63,720,129.64,39.99,89.65,493.37,490.42,HAUL-0036
2019-12-01,Cat 793D,87.35,84,41.79,2.89,13,275.76,146926.19,744,96.32,37.32,59.01,542.42,539.61,HAUL-0036
2020-01-01,Cat 793D,79.33,83,61.06,3.24,8,219.78,108343.73,744,149.26,25.9,123.36,490.94,490.08,HAUL-0036
2020-02-01,Cat 793D,81.89,79.79,31.18,4.9,14,228.94,99853.57,672,125.54,66.97,56.63,433.56,431.6,HAUL-0036
2020-03-01,Cat 793D,73.6,78.48,27.15,7.72,16,225.19,95395.59,744,191.33,122.73,68.6,430.95,426.05,HAUL-0036
2020-04-01,Cat 793D,84.96,77.48,59.15,4.37,8,249.24,117530.23,720,108.9,34.72,74.18,477.53,473.05,HAUL-0036
2020-05-01,Cat 793D,84.03,71.17,21.3,1.63,21,261.08,113950.01,744,117.65,34.21,83.44,444.99,436.16,HAUL-0036
2020-06-01,Cat 793D,86.08,65.09,24.05,2.1,17,275.65,108357.76,720,95.27,35.99,59.27,406.18,398.55,HAUL-0036
2020-07-01,Cat 793D,88.49,80.73,48.35,2.72,11,342.19,176110.77,744,90.03,29.12,60.2,531.59,512.71,HAUL-0036
2020-08-01,Cat 793D,77.23,79.57,28.61,4.46,16,317.97,140702.57,744,171.06,71.98,99.08,455.37,438.98,HAUL-0036
2020-09-01,Cat 793D,79.58,76.83,19.69,3.41,22,327.41,137294.48,720,151.46,75.32,76.15,435.12,417.58,HAUL-0036
2020-10-01,Cat 793D,71.53,79.36,23.14,4.57,18,309.01,123055.85,744,211,82.23,128.52,419.87,396.42,HAUL-0036
2020-11-01,Cat 793D,79.53,73.99,15.63,3.41,27,360.01,147866.27,720,146.95,90.34,55.06,424.71,411.05,HAUL-0036
2019-08-01,Cat 793D,84.45,79.15,32.95,3.92,15,363.69,176764.62,744,120.38,53.86,61.29,494.72,486.5,HAUL-0037
2019-09-01,Cat 793D,87.04,81.36,36.8,2.79,14,345.6,171037.1,720,92.68,27.52,53.31,512.23,501.6,HAUL-0037
2019-10-01,Cat 793D,74.24,81.32,21.48,3.33,21,311.08,140503.94,744,189.29,70.11,119.18,452.9,445.53,HAUL-0037
2019-11-01,Cat 793D,91.3,82.41,76.88,5.87,7,313.43,166369.96,720,66.65,41.31,25.34,542.42,535.06,HAUL-0037
2019-12-01,Cat 793D,75.45,84.38,39.54,6.27,12,338.65,160755.43,744,178.45,74.9,103.55,477.68,471.5,HAUL-0037
2020-01-01,Cat 793D,85.77,81.69,44.18,3.3,12,297.94,154141.41,744,101.29,34.99,61.68,526.55,519.39,HAUL-0037
2020-02-01,Cat 793D,67.09,81.04,21.33,8.61,17,306.7,110303.25,672,217.51,146.9,70.6,365.01,358.97,HAUL-0037
2020-03-01,Cat 793D,67.07,81.32,15.61,5.8,26,305.93,120013.88,744,245.57,139.11,95.83,403.85,392.26,HAUL-0037
2020-04-01,Cat 793D,59.61,79.71,15.48,2.25,22,329.22,111542.9,720,293.93,49.06,244.2,341.99,334.49,HAUL-0037
2020-05-01,Cat 793D,76,79.49,40.87,1.63,11,291.59,129936.79,744,178.51,18.11,160.4,452.81,442.54,HAUL-0037
2020-06-01,Cat 793D,82.55,83.94,45.58,3.75,11,277.23,137207.93,720,122.55,41.38,81.16,504.05,494.06,HAUL-0037
2020-07-01,Cat 793D,89.62,84,80.62,2.95,7,261.46,144867.85,744,82.03,20.64,61.39,560.41,551.09,HAUL-0037
2020-08-01,Cat 793D,61.58,83.48,27.58,13.62,14,280.12,105293.27,744,285.71,191.22,93.46,384.37,378.32,HAUL-0037
2020-09-01,Cat 793D,76.4,83.23,35.21,4.55,13,288.99,132674.59,720,174.96,58.62,116.34,454.04,451.05,HAUL-0037
2020-10-01,Cat 793D,75.16,82.79,17.16,3.34,27,255.99,116678.72,744,182.17,89.46,92.7,464.33,455.63,HAUL-0037
2020-11-01,Cat 793D,81.86,82.2,59.8,4.62,8,261.04,123577.31,720,130.36,37.14,93.22,480.8,472.5,HAUL-0037
2020-12-01,Cat 793D,84.77,75.37,80.26,3.17,6,302.63,140685.9,744,107.36,19,88.36,477.36,467.88,HAUL-0037
2021-01-01,Cat 793D,84.1,81.52,86.55,5.1,6,304.71,155650.01,744,114.28,30.88,83.4,516.38,505.69,HAUL-0037
2021-02-01,Cat 793D,95.9,83.74,107.79,2.06,5,320.89,168861.56,672,33.6,10.28,23.32,535.94,517.46,HAUL-0037
2021-03-01,Cat 793D,91.4,71.88,98.39,2.79,5,278.76,130079.69,744,61.05,13.87,47.17,492.32,460.27,HAUL-0037
2021-04-01,Cat 793D,69.59,70.14,43.43,17.2,8,269.59,88596.53,720,220.99,93.79,84.02,349.03,325.75,HAUL-0037
2021-05-01,Cat 793D,72.47,67.63,20.19,6.83,18,317.85,111282.97,744,209.45,114.33,86.86,361.91,348.45,HAUL-0037
2021-06-01,Cat 793D,68.71,59.96,21.18,2.66,14,323.61,94179.26,720,224.29,37.54,186.75,296.65,289.15,HAUL-0037
2021-07-01,Cat 793D,88.88,77.12,102.7,2.87,5,345.85,170824.08,744,77.96,14.39,63.58,514.47,490.49,HAUL-0037
2021-08-01,Cat 793D,86.5,79.99,50.68,5.11,10,362.09,173432.44,744,104.54,44.58,53.5,509.05,483.52,HAUL-0037
2021-09-01,Cat 793D,90.32,77.9,50.89,2.27,10,346.33,168901.49,720,75.35,22.87,52.48,504.24,483.49,HAUL-0037
2021-10-01,Cat 793D,89.35,82.08,90.62,1.21,6,360.97,188818.81,744,77.82,6.72,70.52,545.17,523.55,HAUL-0037
2021-11-01,Cat 793D,85.58,78.11,70.49,2.17,7,363.83,172541.9,720,98.07,15.3,82.76,489.73,474.28,HAUL-0037
2021-12-01,Cat 793D,85.5,72.27,32.79,3.83,14,324.46,146285.65,744,106.24,53.17,53.07,461.92,445.42,HAUL-0037
2022-01-01,Cat 793D,79,78.72,24.1,3.47,19,316.6,140259.84,744,155.19,65.7,89.49,462.26,444.54,HAUL-0037
2022-02-01,Cat 793D,74.89,67.89,20.5,2.28,17,318.98,103951.11,672,164.65,39.11,125.54,345.94,329.55,HAUL-0037
2022-03-01,Cat 793D,66.67,75.28,13.94,4.3,27,317.87,111533.53,744,244.4,117.04,127.35,373.26,354.35,HAUL-0037
2022-04-01,Cat 793D,71.62,77.62,21.15,3.76,19,287.15,109549.91,720,203.54,71.99,131.55,398.86,387.71,HAUL-0037
2022-05-01,Cat 793D,68.7,71.54,13.56,4.43,14,313.17,56539.85,384,121.87,61.63,60.24,188.38,182.14,HAUL-0037
2019-08-01,Cat 793D,88.33,82.68,77.03,4.55,7,381.13,201351.68,744,83.39,31.58,51.81,543.92,531.01,HAUL-0038
2019-09-01,Cat 793D,90.02,80.07,73.82,1.95,7,336.35,168238.47,720,75.65,13.73,61.92,518.01,509.37,HAUL-0038
2019-10-01,Cat 793D,89.31,82.96,60.75,1.51,9,322.69,177048.22,744,79.72,13.53,66.19,552.26,547.22,HAUL-0038
2019-11-01,Cat 793D,93.3,85.39,114.78,3.9,5,344.59,195606.07,720,43.38,3.17,23.97,576.7,569.62,HAUL-0038
2019-12-01,Cat 793D,80.57,83.32,35.93,3.24,14,333.12,164456.9,744,140.23,45.78,94.45,501.52,495.69,HAUL-0038
2020-01-01,Cat 793D,71.77,83.53,50.21,4.29,9,297.63,132328.73,744,210.11,38.65,171.46,447.91,442.18,HAUL-0038
2020-02-01,Cat 793D,82.97,82.34,52,6.61,9,318.85,144191.96,672,110.4,59.39,51.01,465.62,456.79,HAUL-0038
2020-03-01,Cat 793D,78.92,78.94,38.45,6.08,12,298.05,135248.83,744,155.81,73.16,82.66,461.19,453.28,HAUL-0038
2020-04-01,Cat 793D,70.51,81.83,34.23,15.23,12,323.76,132136.77,720,210.14,164.77,28.93,413.27,403.67,HAUL-0038
2020-05-01,Cat 793D,88.76,80.83,67.36,2.71,8,353.96,183807.97,744,80.95,9.5,59.12,534.97,518.95,HAUL-0038
2020-06-01,Cat 793D,78.56,81.71,46.31,6.24,10,385.7,172566.99,720,156.64,61.8,94.83,461.65,446.49,HAUL-0038
2020-07-01,Cat 793D,81.89,81.59,23.65,3.3,21,354.84,171169.47,744,128.6,70.03,58.57,498.11,484.98,HAUL-0038
2020-08-01,Cat 793D,84.75,81.29,46.48,2.2,11,355.24,177715.53,744,109.21,24.18,85.03,515.08,496.16,HAUL-0038
2020-09-01,Cat 793D,82.32,79.45,43.54,6.9,11,320.99,148776.64,720,122.09,76.62,45.47,476.89,459.32,HAUL-0038
2020-10-01,Cat 793D,73.7,78.82,26.81,3.81,16,329.64,133928.67,744,196.25,60.91,135.34,432.67,407.07,HAUL-0038
2020-11-01,Cat 793D,80.55,69.22,35.88,6.76,11,351.22,129171.54,720,142.6,74.91,67.69,396.94,369.46,HAUL-0038
2020-12-01,Cat 793D,87.88,68.28,34.92,3.5,13,308.17,131993.12,744,87.03,45.01,42.02,449.77,425.09,HAUL-0038
2019-08-01,Cat 793D,78.8,82.38,68.55,13.57,7,382.84,178809.25,744,158.66,94.49,64.16,478.01,467.27,HAUL-0039
2019-09-01,Cat 793D,86.75,80.01,99.71,3.26,5,375.26,183017.84,720,95.57,11.68,79.32,503.04,493.92,HAUL-0039
2019-10-01,Cat 793D,82.93,83.62,86.12,2.62,6,334.26,169028.77,744,123.18,10.07,107.46,516.81,509.36,HAUL-0039
2019-11-01,Cat 793D,85.47,79.48,37.05,5.17,13,307.24,147057.83,720,110.16,66.66,43.5,481.93,474.78,HAUL-0039
2019-12-01,Cat 793D,89.69,84.8,69.86,1.72,8,316.55,176351.83,744,83.19,13.75,69.44,563.7,555.02,HAUL-0039
2020-01-01,Cat 793D,89.78,80.4,90.64,1.1,6,320.24,169622.31,744,72.02,6.55,65.47,543.45,536.48,HAUL-0039
2020-02-01,Cat 793D,81.69,81.94,35.21,5.2,13,305.63,138547.36,672,118.41,68.01,50.4,455.29,448.12,HAUL-0039
2020-03-01,Cat 793D,79.35,83.52,55.99,4.52,9,310.05,150540.87,744,149.05,40.63,108.41,500.81,493.44,HAUL-0039
2020-04-01,Cat 793D,82.39,84.32,51.06,5.3,10,310.02,155488.12,720,121.46,53.12,68.34,507.02,495.02,HAUL-0039
2020-05-01,Cat 793D,75.09,81.15,41.39,9.49,11,372.42,163703.12,744,187.56,104.67,82.89,452.35,436.38,HAUL-0039
2020-06-01,Cat 793D,84.63,84.37,85.75,2.95,6,362.43,179561.25,720,110.25,17.56,92.69,512.32,499.74,HAUL-0039
2020-07-01,Cat 793D,87.87,85.61,34.45,3.92,16,350.98,190088.74,744,91.94,62.51,29.43,555.75,540.48,HAUL-0039
2020-08-01,Cat 793D,67.53,83.27,30.03,3.15,14,344.25,139041.31,744,237.74,43.98,193.76,422.42,402.58,HAUL-0039
2020-09-01,Cat 793D,79.02,80.59,41.21,5.34,11,347.78,152145.17,720,149.73,59.03,90.71,456.24,439.41,HAUL-0039
2020-10-01,Cat 793D,0,99.71,24.12,0,0,0,0,192,192,0,192,0,0,HAUL-0039
2019-08-01,Cat 793D,66.98,77.87,34.8,10.98,11,356.78,134685.99,744,247.72,120.27,127.45,384.78,378.57,HAUL-0040
2019-09-01,Cat 793D,65.19,80.11,26.78,5.64,14,355.6,131441.81,720,251.42,71.64,173.13,376.68,372.27,HAUL-0040
2019-10-01,Cat 793D,82.85,78.76,37.66,4.89,13,321.84,157894.54,744,122.67,63.1,59.56,494.16,488.29,HAUL-0040
2019-11-01,Cat 793D,84.98,82.77,50.35,4,10,300.49,151227.5,720,108.96,32.42,68.7,507.26,500.6,HAUL-0040
2019-12-01,Cat 793D,85.51,83.02,76.15,8.78,7,327.25,173235.96,744,104.11,60.9,43.21,533.64,528.36,HAUL-0040
2020-01-01,Cat 793D,80.31,80.22,53.52,8.24,9,324.69,154217.59,744,144.85,64.24,70.73,483.98,474.66,HAUL-0040
2020-02-01,Cat 793D,89.63,85.39,38.67,2.67,13,311.05,154107.8,672,75.15,34.79,40.37,504.65,498.93,HAUL-0040
2020-03-01,Cat 793D,65.82,85.7,46.23,26.96,9,310.24,126700.53,744,258.99,240.38,18.62,414.32,408.83,HAUL-0040
2020-04-01,Cat 793D,77.83,83.26,51.75,6.45,9,312.65,141522.38,720,163.02,49.99,104.84,465.09,455.18,HAUL-0040
2020-05-01,Cat 793D,90,83.11,56.31,2.53,10,339.65,185078.62,744,68.18,20.76,42.72,562.16,548.55,HAUL-0040
2020-06-01,Cat 793D,83.26,82.51,123.48,2.2,4,358.57,169961.8,720,123.75,8.8,114.95,490.06,472.73,HAUL-0040
2020-07-01,Cat 793D,90.38,87.01,144.55,8.2,4,348.58,192519.35,744,76.38,32.73,43.64,580.55,558.71,HAUL-0040
2020-08-01,Cat 793D,91.45,82.6,140.01,5.27,4,332.44,176102.53,744,69.79,21.02,48.78,560.27,529.7,HAUL-0040
2020-09-01,Cat 793D,59.73,77.54,27.32,14.83,12,323.25,100782.31,720,291.97,177.37,114.6,330.37,311.56,HAUL-0040
2020-10-01,Cat 793D,84,86.62,36.69,2.83,15,362.87,187614.58,744,119.71,42.75,76.96,545.84,515.38,HAUL-0040
2020-11-01,Cat 793D,84.4,87.26,104.65,2.21,5,376.18,188660.21,720,110.9,6.14,99.76,528.01,496.95,HAUL-0040
2020-12-01,Cat 793D,86.53,81.22,65.01,6.64,8,309.46,154948.22,744,104.14,52.7,51.44,521.29,495.88,HAUL-0040
2019-08-01,Cat 793D,86.27,81.39,51.09,3.9,10,409.22,202643.81,744,105.2,39.36,65.84,515.43,501.13,HAUL-0041
2019-09-01,Cat 793D,77.65,83.34,27.09,6.97,17,331.71,148378.42,720,164.85,118.49,46.36,463.97,453.95,HAUL-0041
2019-10-01,Cat 793D,84.92,82.46,30.88,3,17,313.58,160908.54,744,108.21,51.45,56.76,524.19,514.78,HAUL-0041
2019-11-01,Cat 793D,84.74,79.29,30.55,2.8,16,284.13,137432.66,720,105.3,43.22,60.56,490.51,483.14,HAUL-0041
2019-12-01,Cat 793D,88.81,86.78,81.83,3.62,7,305.85,172988.43,744,84.94,24.39,59.74,570.64,561.93,HAUL-0041
2020-01-01,Cat 793D,86.9,79.89,47.02,7.49,11,295.91,149531.54,744,97.24,81.4,15.41,515.44,509.77,HAUL-0041
2020-02-01,Cat 793D,81.62,83.09,44.57,3.26,10,319.64,141369.19,672,125.7,32.72,92.99,450.14,443.59,HAUL-0041
2020-03-01,Cat 793D,49.93,81.32,29.79,7.3,10,305.64,88575.08,744,376.11,72.77,303.34,297.38,293.55,HAUL-0041
2020-04-01,Cat 793D,89.33,80.68,66.27,2.08,8,304.64,156692.31,720,71.56,16.83,54.73,526.45,519.34,HAUL-0041
2020-05-01,Cat 793D,86.52,81.02,47.53,5.26,11,337.52,170736.9,744,105.34,57.5,47.84,519.95,505.81,HAUL-0041
2020-06-01,Cat 793D,97.3,80.25,110.84,2,5,380.8,204710.56,720,20.85,10.11,10.73,558.02,539.18,HAUL-0041
2020-07-01,Cat 793D,85.54,81.54,75.36,2.28,7,372.59,186122.03,744,104.05,15.98,88.07,525.6,507.9,HAUL-0041
2020-08-01,Cat 793D,89.87,81.78,30.33,2.39,18,354.92,186003.97,744,79.86,43.04,36.82,541.31,520.64,HAUL-0041
2020-09-01,Cat 793D,78.69,80.47,46.37,1.42,10,347.44,153995.21,720,147.7,14.3,133.4,460.55,442.03,HAUL-0041
2020-10-01,Cat 793D,80.6,84.97,20.26,3.35,25,323.78,158634.88,744,141.59,83.93,57.66,509.79,487.65,HAUL-0041
2020-11-01,Cat 793D,67.34,84.72,22.97,10.13,18,379.62,146095.19,720,236.43,181.27,55.15,413.12,389.67,HAUL-0041
2020-12-01,Cat 793D,74.38,73.59,12.75,5.38,15,306.57,56346.44,345,87.62,80.77,6.85,191.01,181.89,HAUL-0041
2019-08-01,Cat 793D,81.96,78.55,53.56,4.45,9,378.02,180349.86,744,132.76,18.08,92.42,483.77,475.83,HAUL-0042
2019-09-01,Cat 793D,81.4,81.77,59.93,1.72,8,362.82,169632.23,720,128.76,5.65,115.04,479.4,469.45,HAUL-0042
2019-10-01,Cat 793D,85.66,84.11,67.69,5.81,8,331.39,174811.35,744,103.37,46.03,57.33,537.51,529.57,HAUL-0042
2019-11-01,Cat 793D,91.31,80.15,66.03,3.65,8,309.43,160199.44,720,68.99,29.06,39.92,523.92,517,HAUL-0042
2019-12-01,Cat 793D,81.69,84.49,63.82,8.63,8,332.48,167403.5,744,137.61,68.76,68.85,511,504.38,HAUL-0042
2020-01-01,Cat 793D,81.1,80.22,32.62,3.96,15,306.6,145977.16,744,135.1,52.62,75.24,488.21,482.96,HAUL-0042
2020-02-01,Cat 793D,83.04,83.69,25.43,3.55,18,307.69,139243.27,672,119.04,63.69,55.36,460.1,454.31,HAUL-0042
2020-03-01,Cat 793D,83.88,84.8,47.96,5.01,11,326.54,167641.2,744,121.77,55.47,66.31,528.82,519.9,HAUL-0042
2020-04-01,Cat 793D,89.62,84.96,183.13,3.47,3,318.93,170717.27,720,74.74,10.47,64.27,544.58,532.3,HAUL-0042
2020-05-01,Cat 793D,82.49,85.04,65.63,3.44,8,369.6,189227.45,744,135.34,27.68,107.66,522.29,509.54,HAUL-0042
2020-06-01,Cat 793D,79.9,82.17,27.52,6.17,17,354.29,163404.8,720,144.73,105.88,38.85,471.34,457.58,HAUL-0042
2020-07-01,Cat 793D,84.34,84.3,27.94,1.16,19,343.65,177738.05,744,115.21,21.96,93.25,529.94,513.61,HAUL-0042
2020-08-01,Cat 793D,88.89,82.48,28.42,1.56,19,343.92,176522.22,744,88.42,29.8,58.61,536.02,515.21,HAUL-0042
2020-09-01,Cat 793D,78.97,82.81,46.31,1.75,10,336.14,149332.73,720,156.65,17.56,139.09,464.14,439.9,HAUL-0042
2020-10-01,Cat 793D,84.41,79.43,55.43,4.33,9,319.84,153414.48,744,114.14,39.22,74.91,497.36,480.16,HAUL-0042
2020-11-01,Cat 793D,90.24,68.5,75.47,1.86,6,332.17,143063.93,720,66.25,11.15,55.1,451.19,426.08,HAUL-0042
2020-12-01,Cat 793D,87.56,64.08,34.91,3,12,318.53,125091.39,744,89.42,35.92,53.5,416.97,394.01,HAUL-0042
2021-01-01,Cat 793D,92.67,82.68,40.64,2.34,14,322.92,176205.48,744,61.05,32.64,28.42,565.06,539.2,HAUL-0042
2021-02-01,Cat 793D,89.29,80.02,54.1,3.16,9,307.64,142847.38,672,72.62,28.22,44.4,482.9,457.61,HAUL-0042
2021-03-01,Cat 793D,63.98,77.65,23.07,7.53,16,313.38,107406.42,744,270.08,119.79,150.29,368.34,343.12,HAUL-0042
2021-04-01,Cat 793D,84.98,84.71,75.24,6.28,7,348.15,172064.23,720,102.51,19.19,58.76,524.77,497.53,HAUL-0042
2021-05-01,Cat 793D,81.4,81.49,33.24,4.31,15,345.59,163212.5,744,138.82,64.66,74.16,494.99,468.72,HAUL-0042
2021-06-01,Cat 793D,61.82,70.93,25.97,14.29,12,346.62,104626.07,720,278.33,170.69,107.64,314.43,305.21,HAUL-0042
2021-07-01,Cat 793D,81.86,74.64,34.63,4.95,13,368.21,160144.18,744,139.81,63.88,75.94,450.12,430.88,HAUL-0042
2021-08-01,Cat 793D,72.86,81.04,18.71,3.76,23,352.02,144118.58,744,207.17,86.78,120.4,433.44,407.43,HAUL-0042
2021-09-01,Cat 793D,79.7,71.68,21.53,4.11,19,367.37,144334.61,720,150.85,77.66,73.19,407.55,391.31,HAUL-0042
2021-10-01,Cat 793D,69.17,68.99,25.22,6.22,14,369.24,126666.98,744,227.93,87.21,140.72,353.78,343.62,HAUL-0042
2021-11-01,Cat 793D,88.09,71.71,37.87,2.4,12,367.27,162086.13,720,87.08,18.34,58.3,456.87,437.42,HAUL-0042
2021-12-01,Cat 793D,85.64,65.83,19.76,2.11,21,345.99,137806.8,744,110.94,44.2,66.74,413.7,392.81,HAUL-0042
2022-01-01,Cat 793D,52.14,76.53,29.12,11.85,10,364.74,103268.94,744,359.34,119.22,240.12,293.45,278.71,HAUL-0042
2022-02-01,Cat 793D,90.2,67.27,51.34,2.84,8,286.72,112576.56,672,63.6,22.54,41.06,409.12,391.66,HAUL-0042
2022-03-01,Cat 793D,80.66,74.92,45.51,3.96,10,316.29,136923.7,744,142.64,39.62,103.02,453.78,432.4,HAUL-0042
2022-04-01,Cat 793D,86.52,76.86,81.09,8.45,6,285.26,132049.97,720,98.09,50.85,47.24,482.66,463.73,HAUL-0042
2022-05-01,Cat 793D,72.65,75.94,37.44,7.69,11,370.77,143816.54,744,202.21,84.23,116.88,410.02,388.87,HAUL-0042
2022-06-01,Cat 793D,89.03,83.94,59.61,5.14,9,369.58,188886.2,720,80.94,46.68,34.26,531.36,514.23,HAUL-0042
2022-07-01,Cat 793D,70.35,88.92,50.92,1.28,9,378.91,164166.72,744,220.97,11.51,209.46,461.26,434.42,HAUL-0042
2022-08-01,Cat 793D,87.03,83.69,48.68,3.18,11,355.38,183071.7,744,101.37,25.9,66.37,537.6,509.14,HAUL-0042
2022-09-01,Cat 793D,81.64,84.7,33.14,3.13,15,353.47,170108.49,720,132.5,46.73,85.77,498,472.94,HAUL-0042
2022-10-01,Cat 793D,83.42,83.84,51.56,4.46,10,352.71,171380.99,744,128.17,43.92,83.49,515.48,492.4,HAUL-0042
2022-11-01,Cat 793D,78.32,79.27,49.33,5.93,9,325.35,138522.86,720,159.16,53.72,105.44,447.05,428.8,HAUL-0042
2022-12-01,Cat 793D,83.32,79.88,61.77,2.26,8,310.82,148006.51,744,124.9,18.13,106.77,493.27,472.34,HAUL-0042
2023-01-01,Cat 793D,80.37,80.3,79.96,8.96,6,381.87,171914.43,743.98,142.7,53.37,89.33,480.4,451.89,HAUL-0042
2023-02-01,Cat 793D,37.58,78.16,22.33,46.02,9,321.37,62615.44,695.99,435.84,416.83,19.01,202.45,192.6,HAUL-0042
2023-03-01,Cat 793D,67.11,78.08,29.89,4.5,13,272.24,102369.5,743.98,247.9,59.1,188.8,388.82,373.13,HAUL-0042
2023-04-01,Cat 793D,69.69,77.21,18.77,6.58,21,298.38,114296.09,719.99,216.74,93.34,77.59,390.54,382.88,HAUL-0042
2023-05-01,Cat 793D,78.3,78.79,26.52,5.31,17,315.6,139288.87,743.98,163.76,90.99,72.77,454.98,444.63,HAUL-0042
2023-06-01,Cat 793D,79.53,73.09,58.8,1.87,7,344.37,139366.54,719.98,150.3,13.05,137.25,412.9,406.18,HAUL-0042
2023-07-01,Cat 793D,73.6,76.16,34.52,5.29,12,308.7,125772.17,743.99,191.68,63.75,127.94,417.1,409.72,HAUL-0042
2023-08-01,Cat 793D,72.43,77.88,42.04,6.45,10,306.37,125182.3,744,206.21,64.4,141.81,418.34,412.51,HAUL-0042
2023-09-01,Cat 793D,79.41,79.76,32.14,4.71,14,282.46,127823.89,719.99,150.33,66.04,84.29,454.23,447.7,HAUL-0042
2023-10-01,Cat 793D,82.66,79.93,54.12,3.68,9,319.97,149673.85,743.99,132.07,32.91,99.17,484.54,476.54,HAUL-0042
2023-11-01,Cat 793D,90.5,78.09,71.34,2.05,7,301.77,149180.18,719.99,72.51,14.37,58.14,502.05,492.3,HAUL-0042
2023-12-01,Cat 793D,53.8,73.82,73.42,60.94,4,279.05,82359.97,744,341.76,244.19,97.57,294.25,290.22,HAUL-0042
2024-01-01,Cat 793D,45.58,68.9,29.07,49.22,8,271.11,63804.7,744,405.42,353.57,12.5,233.42,232.02,HAUL-0042
2024-02-01,Cat 793D,82.46,65.71,61.16,9.32,6,340.3,123597.49,671.99,116.21,56.15,60.06,368.01,361.64,HAUL-0042
2024-03-01,Cat 793D,76.12,78.39,89.13,2.35,5,286.05,125487.58,744,179.78,8.26,167.93,445.46,437.69,HAUL-0042
2024-04-01,Cat 793D,87.59,81.72,127.3,5.68,4,309.44,156174.97,719.99,92.79,22.67,70.12,512.78,504.49,HAUL-0042
2024-05-01,Cat 793D,61.64,75.01,49.3,25.86,7,326.39,110911.25,744,289.16,181.02,108.14,343.13,336.8,HAUL-0042
2019-08-01,Cat 793D,82.96,80.55,35.52,2.98,14,375.92,183225.26,744,130.98,42.04,88.94,495.51,483.35,HAUL-0043
2019-09-01,Cat 793D,87.18,83.2,64.97,1.62,8,345.1,178806.41,720,86.31,13.11,73.2,524.74,514.78,HAUL-0043
2019-10-01,Cat 793D,88.96,85.96,71.65,5.77,8,325.23,180462.68,744,80.24,27.08,33.81,569.81,558.78,HAUL-0043
2019-11-01,Cat 793D,90.44,83.18,48.26,1.36,11,314.35,168486.47,720,70.6,9.22,55.57,535.45,529.96,HAUL-0043
2019-12-01,Cat 793D,74.52,85.31,33.86,1.4,14,326.6,153941.82,744,186.77,19.47,167.3,476.53,472.61,HAUL-0043
2020-01-01,Cat 793D,60.85,81,8.82,4.35,42,307.87,112381.41,744,287.18,182.83,104.35,370.85,366.57,HAUL-0043
2020-02-01,Cat 793D,85.11,83.6,43.33,3.77,11,322.73,152395.76,672,102.15,41.29,60.86,479.08,472.57,HAUL-0043
2020-03-01,Cat 793D,88.87,83.65,50.38,3.03,11,314.32,172399.36,744,78.15,22.31,44.57,556.33,547.76,HAUL-0043
2020-04-01,Cat 793D,81,80.89,16.17,1.81,29,326.37,148269.68,720,134.18,52.5,81.68,469.44,459.17,HAUL-0043
2020-05-01,Cat 793D,30.53,76.11,13.36,6.06,13,385.25,65709.5,744,515.96,78.22,437.74,173.8,167.74,HAUL-0043
2020-06-01,Cat 793D,59.33,82.91,29.78,1.01,12,355.22,122612.52,720,289.82,12.09,277.73,358.72,348.87,HAUL-0043
2020-07-01,Cat 793D,75.15,81.25,34.92,3.45,13,253.4,113284.29,744,187.02,45.12,141.89,453.45,445.25,HAUL-0043
2020-08-01,Cat 793D,65.89,80.65,33.33,14.62,12,328.02,124953.43,744,255.86,174.43,81.43,396.2,380.23,HAUL-0043
2020-09-01,Cat 793D,84.92,86.48,33.25,4.27,16,325.2,163270.53,720,107.64,68.66,38.98,530.43,504.84,HAUL-0043
2020-10-01,Cat 793D,87.53,88.29,57.17,3.95,10,358.45,194117.33,744,97.42,39.33,58.1,568.81,541.57,HAUL-0043
2020-11-01,Cat 793D,81.79,84.48,26.26,2.89,19,389.4,180596.29,720,132.67,54.82,77.85,495.4,469.16,HAUL-0043
2020-12-01,Cat 793D,75.7,86.18,30.35,3.73,16,325.1,150615.96,744,185.26,59.51,125.75,482.39,458.82,HAUL-0043
2021-01-01,Cat 793D,73.9,82.75,42.07,1.73,11,311.45,135582.31,744,192.84,19.18,173.66,460.41,440.23,HAUL-0043
2021-02-01,Cat 793D,87.85,83.58,38.44,2.93,13,341.21,161747.42,672,84.25,38.24,46.01,494.81,476.8,HAUL-0043
2021-03-01,Cat 793D,91,81.74,139.42,3.97,4,323.66,168509.38,744,62.5,15.88,46.62,554.09,525.72,HAUL-0043
2021-04-01,Cat 793D,73.22,75,32.31,12.14,12,288.47,105984.05,720,196.97,145.29,51.68,390.58,368.95,HAUL-0043
